ONTOLOGY	ID	Description	GeneRatio	BgRatio	RichFactor	FoldEnrichment	zScore	pvalue	p.adjust	qvalue	geneID	Count
BP	GO:0031295	T cell costimulation	3/204	48/18986	0.0625	5.81678921568627	3.48225580296101	0.0148291726848425	0.190798019402549	0.167156027067584	TNFSF14/CCL21/YES1	3
BP	GO:0072583	clathrin-dependent endocytosis	3/204	48/18986	0.0625	5.81678921568627	3.48225580296101	0.0148291726848425	0.190798019402549	0.167156027067584	PIP5K1C/NEU3/GAK	3
BP	GO:0001659	temperature homeostasis	6/204	185/18986	0.0324324324324324	3.01844197138315	2.87515408379685	0.0150473965166212	0.191134710682074	0.167450998560527	DRD2/IGF2BP2/NPR3/IRF4/ALDH1A1/FABP5	6
BP	GO:0050673	epithelial cell proliferation	11/204	482/18986	0.0228215767634855	2.12397282564478	2.60492957775634	0.0154029277517996	0.191134710682074	0.167450998560527	DRD2/POLD4/CRNN/ALDH1A2/SIX1/DLX6/KLK8/CCL5/PDGFB/NRP2/ROBO1	11
BP	GO:0033627	cell adhesion mediated by integrin	4/204	89/18986	0.0449438202247191	4.18285966071822	3.1366461511696	0.0155467228296981	0.191134710682074	0.167450998560527	SKAP1/CCL5/CCL21/LPXN	4
BP	GO:0002861	regulation of inflammatory response to antigenic stimulus	3/204	49/18986	0.0612244897959184	5.69807923169268	3.43172322190205	0.0156737560606644	0.191134710682074	0.167450998560527	PLA2G2D/YES1/MAPK14	3
BP	GO:0031294	lymphocyte costimulation	3/204	49/18986	0.0612244897959184	5.69807923169268	3.43172322190205	0.0156737560606644	0.191134710682074	0.167450998560527	TNFSF14/CCL21/YES1	3
BP	GO:0043029	T cell homeostasis	3/204	49/18986	0.0612244897959184	5.69807923169268	3.43172322190205	0.0156737560606644	0.191134710682074	0.167450998560527	IL7R/TNFSF14/JAK3	3
BP	GO:1905314	semi-lunar valve development	3/204	49/18986	0.0612244897959184	5.69807923169268	3.43172322190205	0.0156737560606644	0.191134710682074	0.167450998560527	SLIT3/BMP2/ROBO1	3
BP	GO:0010517	regulation of phospholipase activity	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	CCL5/SNCA	2
BP	GO:0019373	epoxygenase P450 pathway	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	CYP4F2/CYP2A6	2
BP	GO:0033631	cell-cell adhesion mediated by integrin	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	SKAP1/CCL5	2
BP	GO:0046653	tetrahydrofolate metabolic process	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	MTR/MTHFD2L	2
BP	GO:0072189	ureter development	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	ALDH1A2/SIX1	2
BP	GO:0090494	dopamine uptake	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	DRD2/SNCA	2
BP	GO:1903729	regulation of plasma membrane organization	2/204	18/18986	0.111111111111111	10.3409586056645	4.13205787652152	0.0156973440805605	0.191134710682074	0.167450998560527	ATP8B1/RAB3A	2
BP	GO:0061844	antimicrobial humoral immune response mediated by antimicrobial peptide	5/204	136/18986	0.0367647058823529	3.42164071510957	2.9537446843683	0.0158204136357655	0.191897994406346	0.16811970295942	CXCL11/S100A9/CX3CL1/CCL5/CCL21	5
BP	GO:0008306	associative learning	4/204	90/18986	0.0444444444444444	4.1363834422658	3.10824277896165	0.0161366699325959	0.193146844563061	0.169213806720313	DRD2/B4GALT2/SLC7A11/MEIS2	4
BP	GO:0036465	synaptic vesicle recycling	4/204	90/18986	0.0444444444444444	4.1363834422658	3.10824277896165	0.0161366699325959	0.193146844563061	0.169213806720313	PIP5K1C/RAB3A/GAK/SNCA	4
BP	GO:0032412	regulation of monoatomic ion transmembrane transporter activity	6/204	188/18986	0.0319148936170213	2.97027534418022	2.82943349875939	0.0161667992163543	0.193146844563061	0.169213806720313	DRD2/CACNG2/HPCA/CACNB3/STAC/CASQ2	6
BP	GO:0097529	myeloid leukocyte migration	7/204	243/18986	0.0288065843621399	2.68098926813524	2.74851423984078	0.0162506561249265	0.193146844563061	0.169213806720313	PIP5K1C/CXCL11/S100A9/CX3CL1/CCL5/PDGFB/CCL21	7
BP	GO:0031589	cell-substrate adhesion	9/204	361/18986	0.0249307479224377	2.32027049046766	2.63947676315954	0.0163869462970484	0.193146844563061	0.169213806720313	MICALL2/LYPD3/CX3CL1/SKAP1/PDGFB/CCL21/LPXN/CARMIL1/HSD17B12	9
BP	GO:0035384	thioester biosynthetic process	3/204	50/18986	0.06	5.58411764705882	3.38256461119185	0.0165449331577809	0.193146844563061	0.169213806720313	SNCA/HSD17B12/CBR4	3
BP	GO:0043368	positive T cell selection	3/204	50/18986	0.06	5.58411764705882	3.38256461119185	0.0165449331577809	0.193146844563061	0.169213806720313	JAK3/IRF4/CTSL	3
BP	GO:0071616	acyl-CoA biosynthetic process	3/204	50/18986	0.06	5.58411764705882	3.38256461119185	0.0165449331577809	0.193146844563061	0.169213806720313	SNCA/HSD17B12/CBR4	3
BP	GO:2000404	regulation of T cell migration	3/204	50/18986	0.06	5.58411764705882	3.38256461119185	0.0165449331577809	0.193146844563061	0.169213806720313	TNFSF14/CCL5/CCL21	3
BP	GO:0001764	neuron migration	6/204	189/18986	0.0317460317460317	2.95455960161843	2.81439477546395	0.0165523899174473	0.193146844563061	0.169213806720313	DRD2/CX3CL1/NRP2/MARK1/NRCAM/PEX7	6
BP	GO:1903510	mucopolysaccharide metabolic process	4/204	91/18986	0.043956043956044	4.09092867916397	3.08024810130695	0.0167405005755953	0.193146844563061	0.169213806720313	ITIH2/CHPF/PDGFB/ST3GAL6	4
BP	GO:0006874	intracellular calcium ion homeostasis	8/204	304/18986	0.0263157894736842	2.44917440660475	2.65457640435113	0.01727122771634	0.193146844563061	0.169213806720313	DRD2/CXCL11/CX3CL1/GRM5/CCL5/CCL21/CASQ2/SNCA	8
BP	GO:2000628	regulation of miRNA metabolic process	4/204	92/18986	0.0434782608695652	4.0464620630861	3.05265130377118	0.0173583070312771	0.193146844563061	0.169213806720313	PDGFB/NFATC4/SPI1/BMP2	4
BP	GO:0002029	desensitization of G protein-coupled receptor signaling pathway	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	DRD2/GRM5	2
BP	GO:0002283	neutrophil activation involved in immune response	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	DNASE1L3/SPI1	2
BP	GO:0007625	grooming behavior	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	DRD2/AVP	2
BP	GO:0014048	regulation of glutamate secretion	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	AVP/SNCA	2
BP	GO:0048486	parasympathetic nervous system development	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	SIX1/NRP2	2
BP	GO:0061323	cell proliferation involved in heart morphogenesis	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	SIX1/ISL1	2
BP	GO:0090493	catecholamine uptake	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	DRD2/SNCA	2
BP	GO:2000136	regulation of cell proliferation involved in heart morphogenesis	2/204	19/18986	0.105263157894737	9.79669762641899	3.99803515622123	0.0174213590739945	0.193146844563061	0.169213806720313	SIX1/ISL1	2
BP	GO:0014911	positive regulation of smooth muscle cell migration	3/204	51/18986	0.0588235294117647	5.47462514417532	3.33471373572947	0.0174427767116421	0.193146844563061	0.169213806720313	FOXO4/CCL5/PDGFB	3
BP	GO:0038084	vascular endothelial growth factor signaling pathway	3/204	51/18986	0.0588235294117647	5.47462514417532	3.33471373572947	0.0174427767116421	0.193146844563061	0.169213806720313	ADGRA2/NRP2/ROBO1	3
BP	GO:0060119	inner ear receptor cell development	3/204	51/18986	0.0588235294117647	5.47462514417532	3.33471373572947	0.0174427767116421	0.193146844563061	0.169213806720313	FZD2/ATP8B1/PLS1	3
BP	GO:0089718	amino acid import across plasma membrane	3/204	51/18986	0.0588235294117647	5.47462514417532	3.33471373572947	0.0174427767116421	0.193146844563061	0.169213806720313	SLC6A20/SLC38A3/SLC7A11	3
BP	GO:0023061	signal release	11/204	493/18986	0.0223123732251521	2.07658195123891	2.52415683559048	0.0178970404848585	0.197488870350278	0.173017807318898	DRD2/PIP5K1C/RAB3A/CCL5/CD38/CGA/PTPRN2/SNCA/CRY1/CPE/ISL1	11
BP	GO:0014033	neural crest cell differentiation	4/204	93/18986	0.043010752688172	4.00295171832174	3.02544197476276	0.0179901782734355	0.197829711255979	0.173316414253276	ALDH1A2/SIX1/NRP2/ISL1	4
BP	GO:0003197	endocardial cushion development	3/204	52/18986	0.0576923076923077	5.36934389140271	3.28810879808182	0.0183673470818557	0.198979773878584	0.17432397135201	BMP2/ROBO1/ISL1	3
BP	GO:0036230	granulocyte activation	3/204	52/18986	0.0576923076923077	5.36934389140271	3.28810879808182	0.0183673470818557	0.198979773878584	0.17432397135201	DNASE1L3/CCL5/SPI1	3
BP	GO:1905475	regulation of protein localization to membrane	6/204	194/18986	0.0309278350515464	2.87841115827774	2.7406557562895	0.0185758447881132	0.198979773878584	0.17432397135201	PIK3R2/CACNG2/HPCA/STAC/SLC7A11/PLS1	6
BP	GO:0071677	positive regulation of mononuclear cell migration	4/204	94/18986	0.0425531914893617	3.96036712557363	2.99861008633625	0.0186361999799224	0.198979773878584	0.17432397135201	TNFSF14/CX3CL1/CCL5/CCL21	4
BP	GO:0030072	peptide hormone secretion	7/204	250/18986	0.028	2.60592156862745	2.66382299045482	0.018682563262558	0.198979773878584	0.17432397135201	DRD2/RAB3A/CCL5/CD38/PTPRN2/CPE/ISL1	7
BP	GO:1903829	positive regulation of protein localization	11/204	497/18986	0.0221327967806841	2.05986901802975	2.4953021832441	0.0188749229894093	0.198979773878584	0.17432397135201	PIK3R2/ZIC1/MICALL2/CACNG2/HPCA/CD38/STAC/SNCA/MAPK14/PLS1/ISL1	11
BP	GO:0043254	regulation of protein-containing complex assembly	10/204	433/18986	0.023094688221709	2.14939093420278	2.52147176608855	0.0189745889478721	0.198979773878584	0.17432397135201	PIK3R2/HCFC1/MED25/SKAP1/GAK/CCL21/CARMIL1/SNCA/MEGF9/ISL1	10
BP	GO:1903706	regulation of hemopoiesis	10/204	433/18986	0.023094688221709	2.14939093420278	2.52147176608855	0.0189745889478721	0.198979773878584	0.17432397135201	IL7R/JAK3/IRF4/PSG9/NFKBIA/CD2/SPI1/MEIS2/MAPK14/MEIS1	10
BP	GO:0002696	positive regulation of leukocyte activation	9/204	371/18986	0.0242587601078167	2.2577295068971	2.54971800432707	0.019199458364452	0.198979773878584	0.17432397135201	IL7R/TNFSF14/CCL5/CD38/CD2/CCL21/SPI1/YES1/VTCN1	9
BP	GO:0002523	leukocyte migration involved in inflammatory response	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	S100A9/CX3CL1	2
BP	GO:0003215	cardiac right ventricle morphogenesis	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	PPP1R13L/ISL1	2
BP	GO:0022401	negative adaptation of signaling pathway	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	DRD2/GRM5	2
BP	GO:0023058	adaptation of signaling pathway	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	DRD2/GRM5	2
BP	GO:0048266	behavioral response to pain	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	VWA1/ADAM11	2
BP	GO:0051580	regulation of neurotransmitter uptake	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	DRD2/SNCA	2
BP	GO:0098761	cellular response to interleukin-7	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	IL7R/JAK3	2
BP	GO:1901739	regulation of myoblast fusion	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	TNFSF14/MAPK14	2
BP	GO:2000786	positive regulation of autophagosome assembly	2/204	20/18986	0.1	9.30686274509804	3.87358977505143	0.0192217717371697	0.198979773878584	0.17432397135201	PIP4K2C/MOAP1	2
BP	GO:0035094	response to nicotine	3/204	53/18986	0.0566037735849057	5.26803551609323	3.24269206189084	0.0193186925880889	0.199333782613463	0.174634114475377	DRD2/AVP/SLC7A11	3
BP	GO:0033002	muscle cell proliferation	7/204	252/18986	0.0277777777777778	2.58523965141612	2.64015488494036	0.0194219343613377	0.199750509386185	0.174999204175569	CNN1/CX3CL1/SIX1/CCL5/PDGFB/BMP2/MAPK14	7
BP	GO:1904064	positive regulation of cation transmembrane transport	5/204	144/18986	0.0347222222222222	3.23154956427015	2.80139113460285	0.019754195400992	0.202512364465653	0.177418834755938	CXCL11/CX3CL1/CACNB3/STAC/SNCA	5
BP	GO:0015837	amine transport	4/204	96/18986	0.0416666666666667	3.87785947712418	2.94604033018836	0.0199710210449055	0.204076864568199	0.178789475930869	DRD2/AVP/SLC38A3/SNCA	4
BP	GO:0010559	regulation of glycoprotein biosynthetic process	3/204	54/18986	0.0555555555555556	5.17047930283224	3.19840951368865	0.0202968498394142	0.206741630736084	0.181124047993423	JAK3/CCL21/SOAT1	3
BP	GO:0007162	negative regulation of cell adhesion	8/204	314/18986	0.0254777070063694	2.37117522168103	2.55335868893106	0.0205243692133051	0.20772753299326	0.181987786018076	JAK3/CX3CL1/PLA2G2D/CCL21/SPI1/LPXN/BMP2/VTCN1	8
BP	GO:0051146	striated muscle cell differentiation	8/204	314/18986	0.0254777070063694	2.37117522168103	2.55335868893106	0.0205243692133051	0.20772753299326	0.181987786018076	TNFSF14/RPL3L/SIX1/KCNH1/BMP2/MAPK14/MEIS1/ISL1	8
BP	GO:0002544	chronic inflammatory response	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	S100A9/CCL5	2
BP	GO:0031954	positive regulation of protein autophosphorylation	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	RAP2A/PDGFB	2
BP	GO:0032495	response to muramyl dipeptide	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	NFKBIA/MAPK14	2
BP	GO:0043586	tongue development	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	BNC2/SIX1	2
BP	GO:0048535	lymph node development	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	IL7R/CD248	2
BP	GO:0048846	axon extension involved in axon guidance	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	NRP2/SLIT3	2
BP	GO:0098760	response to interleukin-7	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	IL7R/JAK3	2
BP	GO:1902284	neuron projection extension involved in neuron projection guidance	2/204	21/18986	0.0952380952380952	8.86367880485528	3.75758191064326	0.0210967581789363	0.208215830722545	0.182415578238923	NRP2/SLIT3	2
BP	GO:0002790	peptide secretion	7/204	257/18986	0.0272373540856031	2.53494316014343	2.5819690442314	0.021359619071251	0.209545843197103	0.18358078740563	DRD2/RAB3A/CCL5/CD38/PTPRN2/CPE/ISL1	7
BP	GO:0003073	regulation of systemic arterial blood pressure	4/204	98/18986	0.0408163265306122	3.79871948779512	2.8948688226731	0.0213633899294718	0.209545843197103	0.18358078740563	DRD2/AVP/PDGFB/CYP4F2	4
BP	GO:0043491	phosphatidylinositol 3-kinase/protein kinase B signal transduction	8/204	317/18986	0.0252365930599369	2.34873507762727	2.52374355163293	0.0215800098730008	0.211019296542758	0.184871663527407	DRD2/PIP5K1C/PIK3R2/CX3CL1/CRNN/CCL5/PDGFB/CCL21	8
BP	GO:1904062	regulation of monoatomic cation transmembrane transport	8/204	318/18986	0.0251572327044025	2.34134911826366	2.51394607882113	0.0219402931237693	0.213884207200425	0.187381579955989	DRD2/CXCL11/CX3CL1/HPCA/CACNB3/STAC/CASQ2/SNCA	8
BP	GO:0045927	positive regulation of growth	7/204	259/18986	0.027027027027027	2.51536830948596	2.5590775320969	0.0221710552412136	0.21547282433204	0.188773349792403	DRD2/AVP/S100A9/CD38/SLC23A2/MAPK14/PLS1	7
BP	GO:0001954	positive regulation of cell-matrix adhesion	3/204	56/18986	0.0535714285714286	4.98581932773109	3.11304774579135	0.0223336893917166	0.215733935826368	0.189002106674421	CX3CL1/SKAP1/CCL21	3
BP	GO:1902895	positive regulation of miRNA transcription	3/204	56/18986	0.0535714285714286	4.98581932773109	3.11304774579135	0.0223336893917166	0.215733935826368	0.189002106674421	PDGFB/SPI1/BMP2	3
BP	GO:0021675	nerve development	4/204	100/18986	0.04	3.72274509803922	2.84502743355068	0.0228138740219962	0.217316020785806	0.190388153747295	ATP8B1/SIX1/NRP2/ISL1	4
BP	GO:0010560	positive regulation of glycoprotein biosynthetic process	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	CCL21/SOAT1	2
BP	GO:0021756	striatum development	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	DRD2/SLC7A11	2
BP	GO:0035809	regulation of urine volume	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	DRD2/NPR3	2
BP	GO:0048025	negative regulation of mRNA splicing, via spliceosome	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	PCBP4/U2AF2	2
BP	GO:0072111	cell proliferation involved in kidney development	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	PDGFB/BMP2	2
BP	GO:0098801	regulation of renal system process	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	DRD2/PDGFB	2
BP	GO:1902644	tertiary alcohol metabolic process	2/204	22/18986	0.0909090909090909	8.46078431372549	3.64905423681844	0.0230445245452538	0.217316020785806	0.190388153747295	BMP2/CBR4	2
BP	GO:0002886	regulation of myeloid leukocyte mediated immunity	3/204	57/18986	0.0526315789473684	4.89834881320949	3.07187652085399	0.0233923892323769	0.218304150324939	0.191253843068949	DNASE1L3/SPI1/IL13RA2	3
BP	GO:0031529	ruffle organization	3/204	57/18986	0.0526315789473684	4.89834881320949	3.07187652085399	0.0233923892323769	0.218304150324939	0.191253843068949	CCL21/CARMIL1/SNX10	3
BP	GO:0009101	glycoprotein biosynthetic process	8/204	322/18986	0.0248447204968944	2.3122640360492	2.47512003728453	0.0234240765452499	0.218304150324939	0.191253843068949	TNIP1/B4GALT2/JAK3/CHPF/CCL21/ST3GAL6/GALNT12/SOAT1	8
BP	GO:0051047	positive regulation of secretion	8/204	322/18986	0.0248447204968944	2.3122640360492	2.47512003728453	0.0234240765452499	0.218304150324939	0.191253843068949	DRD2/AVP/RAB3A/CD38/CYP4F2/BMP2/SNCA/ISL1	8
BP	GO:0001909	leukocyte mediated cytotoxicity	5/204	151/18986	0.033112582781457	3.08174263082717	2.67659192677439	0.0236816771155195	0.220059561032517	0.192791738905968	IL7R/GZMM/DNASE1L3/CD2/SPI1	5
BP	GO:0030073	insulin secretion	6/204	206/18986	0.029126213592233	2.71073672187322	2.57287365728776	0.0241082048179504	0.221574392970994	0.194118866353642	DRD2/RAB3A/CCL5/CD38/PTPRN2/ISL1	6
BP	GO:0043367	CD4-positive, alpha-beta T cell differentiation	4/204	102/18986	0.0392156862745098	3.64975009611688	2.79645266768468	0.0243229887263681	0.221574392970994	0.194118866353642	JAK3/IRF4/PLA2G2D/CTSL	4
BP	GO:0015804	neutral amino acid transport	3/204	58/18986	0.0517241379310345	4.81389452332657	3.03165500113516	0.0244779365120253	0.221574392970994	0.194118866353642	SLC6A20/SLC38A3/SLC7A11	3
BP	GO:0031663	lipopolysaccharide-mediated signaling pathway	3/204	58/18986	0.0517241379310345	4.81389452332657	3.03165500113516	0.0244779365120253	0.221574392970994	0.194118866353642	CX3CL1/NFKBIA/MAPK14	3
BP	GO:0072132	mesenchyme morphogenesis	3/204	58/18986	0.0517241379310345	4.81389452332657	3.03165500113516	0.0244779365120253	0.221574392970994	0.194118866353642	BMP2/ROBO1/ISL1	3
BP	GO:0170038	proteinogenic amino acid biosynthetic process	3/204	58/18986	0.0517241379310345	4.81389452332657	3.03165500113516	0.0244779365120253	0.221574392970994	0.194118866353642	BHMT/MTR/MTHFD2L	3
BP	GO:0048638	regulation of developmental growth	8/204	325/18986	0.0246153846153846	2.29092006033182	2.44637505661109	0.0245823512099546	0.221574392970994	0.194118866353642	DRD2/RAI1/SIX1/CGA/SLC23A2/NRCAM/MAPK14/PLS1	8
BP	GO:0022408	negative regulation of cell-cell adhesion	6/204	207/18986	0.0289855072463768	2.69764137539074	2.55943650251133	0.0246139183266703	0.221574392970994	0.194118866353642	JAK3/PLA2G2D/CCL21/SPI1/BMP2/VTCN1	6
BP	GO:0050777	negative regulation of immune response	6/204	207/18986	0.0289855072463768	2.69764137539074	2.55943650251133	0.0246139183266703	0.221574392970994	0.194118866353642	IL7R/DRD2/JAK3/SPI1/YES1/MAPK14	6
BP	GO:0106106	cold-induced thermogenesis	5/204	153/18986	0.0326797385620915	3.04145841343073	2.64226252889096	0.0248898444858143	0.221574392970994	0.194118866353642	IGF2BP2/NPR3/IRF4/ALDH1A1/FABP5	5
BP	GO:1904375	regulation of protein localization to cell periphery	5/204	153/18986	0.0326797385620915	3.04145841343073	2.64226252889096	0.0248898444858143	0.221574392970994	0.194118866353642	PIK3R2/CACNG2/STAC/SNCA/PLS1	5
BP	GO:0009416	response to light stimulus	8/204	326/18986	0.0245398773006135	2.28389269818357	2.43686334612063	0.0249772199666766	0.221574392970994	0.194118866353642	DRD2/B4GALT2/NFATC4/SLC7A11/MEIS2/MAP4K3/CRY1/MAPK14	8
BP	GO:0031290	retinal ganglion cell axon guidance	2/204	23/18986	0.0869565217391304	8.09292412617221	3.54719591805847	0.0250633065894947	0.221574392970994	0.194118866353642	NRCAM/ISL1	2
BP	GO:0050686	negative regulation of mRNA processing	2/204	23/18986	0.0869565217391304	8.09292412617221	3.54719591805847	0.0250633065894947	0.221574392970994	0.194118866353642	PCBP4/U2AF2	2
BP	GO:0051151	negative regulation of smooth muscle cell differentiation	2/204	23/18986	0.0869565217391304	8.09292412617221	3.54719591805847	0.0250633065894947	0.221574392970994	0.194118866353642	FOXO4/PDGFB	2
BP	GO:0060143	positive regulation of syncytium formation by plasma membrane fusion	2/204	23/18986	0.0869565217391304	8.09292412617221	3.54719591805847	0.0250633065894947	0.221574392970994	0.194118866353642	TNFSF14/MAPK14	2
BP	GO:0034308	primary alcohol metabolic process	4/204	103/18986	0.0388349514563107	3.61431562916429	2.77262159434331	0.0250996795058395	0.221574392970994	0.194118866353642	ALDH1A2/BMP2/ALDH1A1/CBR4	4
BP	GO:1903312	negative regulation of mRNA metabolic process	4/204	103/18986	0.0388349514563107	3.61431562916429	2.77262159434331	0.0250996795058395	0.221574392970994	0.194118866353642	PCBP4/IGF2BP2/U2AF2/MAPK14	4
BP	GO:1903531	negative regulation of secretion by cell	5/204	154/18986	0.0324675324675325	3.02170868347339	2.62530750722729	0.0255085147295613	0.224559722466886	0.196734280389823	DRD2/SPI1/SNCA/IL13RA2/CRY1	5
BP	GO:0170034	L-amino acid biosynthetic process	3/204	59/18986	0.0508474576271186	4.73230309072782	2.99234377243117	0.0255903140050691	0.224657508033452	0.196819949239336	BHMT/MTR/MTHFD2L	3
BP	GO:0060326	cell chemotaxis	8/204	328/18986	0.024390243902439	2.26996652319464	2.41794332333815	0.0257802584173769	0.22569150216565	0.197725820021908	PIP5K1C/CXCL11/S100A9/TNFSF14/CX3CL1/CCL5/PDGFB/CCL21	8
BP	GO:0050867	positive regulation of cell activation	9/204	391/18986	0.0230179028132992	2.14224462163382	2.37847655850908	0.0258501280013519	0.22569150216565	0.197725820021908	IL7R/TNFSF14/CCL5/CD38/CD2/CCL21/SPI1/YES1/VTCN1	9
BP	GO:1903037	regulation of leukocyte cell-cell adhesion	9/204	392/18986	0.0229591836734694	2.13677971188475	2.37018584791251	0.0262206448274357	0.228272622940615	0.199987111284133	IL7R/TNFSF14/JAK3/SKAP1/PLA2G2D/CCL5/CCL21/YES1/VTCN1	9
BP	GO:1905477	positive regulation of protein localization to membrane	4/204	105/18986	0.0380952380952381	3.54547152194211	2.72583687522616	0.0266975938129301	0.228272622940615	0.199987111284133	CACNG2/HPCA/STAC/PLS1	4
BP	GO:0038066	p38MAPK cascade	3/204	60/18986	0.05	4.65343137254902	2.95390570416515	0.0267294946197387	0.228272622940615	0.199987111284133	SPI1/BMP2/MAPK14	3
BP	GO:1903018	regulation of glycoprotein metabolic process	3/204	60/18986	0.05	4.65343137254902	2.95390570416515	0.0267294946197387	0.228272622940615	0.199987111284133	JAK3/CCL21/SOAT1	3
BP	GO:1905039	carboxylic acid transmembrane transport	5/204	156/18986	0.032051282051282	2.98296882855706	2.59180601150839	0.0267752577611419	0.228272622940615	0.199987111284133	SLC6A20/SLC38A3/SLC7A11/MPC1/SLC23A2	5
BP	GO:0015833	peptide transport	7/204	270/18986	0.0259259259259259	2.41289034132171	2.43687519013474	0.0270182275252543	0.228272622940615	0.199987111284133	DRD2/RAB3A/CCL5/CD38/PTPRN2/CPE/ISL1	7
BP	GO:0002407	dendritic cell chemotaxis	2/204	24/18986	0.0833333333333333	7.75571895424837	3.45131493034189	0.0271513692484432	0.228272622940615	0.199987111284133	CCL5/CCL21	2
BP	GO:0021871	forebrain regionalization	2/204	24/18986	0.0833333333333333	7.75571895424837	3.45131493034189	0.0271513692484432	0.228272622940615	0.199987111284133	BMP2/PGAP1	2
BP	GO:0035357	peroxisome proliferator activated receptor signaling pathway	2/204	24/18986	0.0833333333333333	7.75571895424837	3.45131493034189	0.0271513692484432	0.228272622940615	0.199987111284133	BMP2/FABP5	2
BP	GO:0036120	cellular response to platelet-derived growth factor stimulus	2/204	24/18986	0.0833333333333333	7.75571895424837	3.45131493034189	0.0271513692484432	0.228272622940615	0.199987111284133	PDGFB/YES1	2
BP	GO:0051590	positive regulation of neurotransmitter transport	2/204	24/18986	0.0833333333333333	7.75571895424837	3.45131493034189	0.0271513692484432	0.228272622940615	0.199987111284133	DRD2/SNCA	2
BP	GO:0051957	positive regulation of amino acid transport	2/204	24/18986	0.0833333333333333	7.75571895424837	3.45131493034189	0.0271513692484432	0.228272622940615	0.199987111284133	AVP/SLC38A3	2
